source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
2027458764012840576,300.27549279523765,27.753590773399168,13.442693554778309,57.81697291345884,3.994315534320417,1.7657405,4.627144,0.27019024,-23.505426,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
2213911506286166400,349.65686601152606,68.11148764493595,16.32512166882142,54.276957257518106,9.901659848913145,2.21307,4.62941,1.0699382,-18.090782,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
1828386961117254272,298.3655075114325,24.079775640554793,9.634208279736269,22.325392755429178,36.51045102101655,0.76089567,4.629588,-0.03082037,-28.716116,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,
182640361821885440,81.9120102569552,34.47570666443864,6.435932942088573,-1.0503769073215516,-38.93427928422077,1.1213235,4.629645,1.5245235,30.350712,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
2062313797982404608,304.230370176277,40.36506639730282,1.7177034940045777,2.2454626089088134,-2.138885348274848,0.99748623,4.6323004,1.8139803,-20.353241,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
2137210017510711552,297.6571013545259,52.98768832251624,16.233938751372,-10.837733582520066,-69.52402137651586,1.0069572,4.6324477,1.4041555,-22.127485,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
2048824680109512320,296.06959462540806,37.354513389932144,11.049387851559324,72.66531632232338,35.37879231760453,0.92916125,4.6336026,1.099133,-23.980991,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
517650349234855424,37.26617856169214,67.40241597303176,22.08012630862113,-12.30405960257627,6.586158488818763,1.0251482,4.6340737,0.1186676,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
664950414475977728,130.82094133479526,21.468324769393398,18.643067750090427,-105.76003203138204,-39.157054930623424,0.924225,4.634174,0.04176998,36.170174,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
580275512191589760,136.49311197833015,5.092283407784005,5.360930497792705,-21.39307530577723,-9.58997544134136,0.90531194,4.634946,1.370192,26.721617,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,4861.3096,1.9305,0.1709,223.5548,0.4951,0.3834,0.1991
93806419367307904,28.38294631835858,19.295477811463165,,,,,4.634965,-0.034166813,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
427322415301550208,13.266856595321226,61.124725084691256,52.901729475880146,-68.29788024616091,169.4350591237973,1.0771353,4.6359124,0.7279029,20.683723,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5986.044,4.079,-0.3088,18.8669,0.0,0.0,0.0
